R2;;;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2
Km Od stacji : ;;;(D);(C);(E);[1];;;(D);(D);;;(D);
;;;;;;;;;;;;;;
0;£uków;o o;;;17:05;17:05;;;;;18:01;;;
7,77;Krynka £ukowska;;;;17:11;17:11;;;;;18:07;;;
10,494;Radomyœl Dziewule;o o;;;17:14;17:14;;;;;18:10;;;
13,126;;;;;17:17;17:17;;;;;18:13;;;
17,568;Borki Kosy Kosiorki;o o;;;17:21;17:21;;;;;18:17;;;
20,115;;;;;17:24;17:24;;;;;18:20;;;
23,113;Bia³ki Siedleckie;o o;;;17:27;17:27;;;;;18:23;;;
25,034;Siedlce Wschodnie;;;;17:29;17:29;;;;;18:25;;;
27,754;Siedlce;p;;;17:32;17:32; ; ;;;18:28; ; ;
30,585;Siedlce Zach.;o o;;; ;17:34;17:37;17:42;;; ;18:37;19:37;
;;;;;;|;|;17:45;;;;18:40;|;
35,103;Sabinka Kotuñ;o o;;;;|;|;17:48;;;;18:43;|;
43,02;;;;;;|;|;17:53;;;;18:49;|;
48,279;Koszewnica Sosnowe;o o;;;;|;|;17:57;;;;18:53;|;
51,683;;;;;;|;|;18:00;;;;18:56;|;
56,654;Grodziszcze Maz.;o;;;;|;|;18:04;;;;19:00;|;
61,763;Mrozy;p;;;;17:50;17:52;18:08;;;;19:04;19:53;
;;o;;;;17:51;17:53;18:09;;;;19:04;19:54;
66,664;Ceg³ów Mienia;o o;;;;|;|;18:13;;;;19:09;|;
70,044;;;;;;|;|;18:16;;;;19:12;|;
74,305;Barcz¹ca;o o;;;;|;|;18:20;;;;19:15;|;
77,361;Miñsk Maz. Anielina;;;;;|;|;18:23;;;;19:18;|;
79,853;Miñsk Maz.;p; ; ;;18:01;18:03;18:25; ; ;;19:21;20:03; 
84,648;Wrzosów;o o;18:13;18:13;;18:02;18:04;18:26;18:43;19:11;;19:22;20:04;20:13
;;;18:18;18:18;;|;|;18:30;18:47;19:16;;19:26;|;20:18
87,787;Nowe Dêbe Wielkie Dêbe Wielkie;o o;18:21;18:21;;|;|;18:33;18:50;19:19;;19:29;|;20:21
89,097;;;18:23;18:23;;|;|;18:35;18:52;19:21;;19:31;|;20:23
91,635;Cisie;o o;18:26;18:26;;|;|;18:38;18:55;19:24;;19:34;|;20:26
94,784;Halinów;;18:29;18:29;;|;|;18:41;18:58;19:27;;19:37;|;20:29
98,881;Sulejówek Mi³osna Sulejówek;o o;18:32;18:32;;|;|;18:44;19:02;19:31;;19:40;|;20:32
100,459;;;18:35;18:35;;|;|;18:46;19:04;19:33;;19:42;|;20:35
102,265;W-wa Wola Grzybowska W-wa Weso³a;o o;18:37;18:37;;|;|;18:49;19:07;19:36;;19:45;|;20:37
104,063;;;18:40;18:40;;|;|;18:51;19:09;19:38;;19:47;|;20:40
108,695;Warszawa Rembertów;p;18:44;18:44;;|;|;18:55;19:14;19:43;;19:51;|;20:44
;;o;18:45;18:45;;|;|;18:56;19:15;19:44;;19:52;|;20:45
116,194;Warszawa Wschodnia;p;18:51;18:51;;18:24;18:24;19:02;19:22;19:51;;19:58;20:24;20:52
;;o;18:52;18:52;;18:26;18:26;19:03;19:23;19:52;;19:59;20:25;20:56
117,252;Warszawa Stadion Warszawa Powiœle;o o;18:54;18:54;;18:28;18:28;19:06;19:25;19:54;;20:02;20:27;20:58
118,658;;;18:57;18:57;;18:31;18:31;19:08;19:28;19:57;;20:04;20:30;21:01
120,448;Warszawa Œródmieœcie;o;19:01;19:01;;18:35;18:35;19:12;19:32;20:01;;20:08;20:34;21:05
120,448;Warszawa Centralna;p;< ;< ;;< ;< ;< ;< ;< ;;< ;< ;< 
;;o;< ;< ;;< ;< ;< ;< ;< ;;< ;< ;< 
121,355;Warszawa Ochota;o p;19:03;19:03;;18:37;18:37;19:15;19:34;20:03;;20:11;20:36;21:07
123,53;Warszawa Zachodnia;;19:06;19:06;;18:40;18:40;19:18;19:37;20:06;;20:14;20:39;21:10
Do stacji : ;;;Sochaczew;;;;;;;Sochaczew;;;;
LEGENDA :;;;;;;;;;;;;;;
(C) kursuje w soboty, niedziele i œwiêta;;;;;;;;;;;;;;
(D) kursuje od poniedzia³ku do pi¹tku oprócz œwi¹t;;;;;;;;;;;;;;
(E) kursuje od poniedzia³ku do soboty oprócz œwi¹tUWAGI :;;;;;;;;;;;;;;
R2;;;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2;
£uków - Warszawa wa¿ny od 23.XI do 8.XII;;;91884/5;11866;91820/1;91886/7;91822/3;11868 (D);91888;91888;11870;91890/1;91890/1;
Km Od stacji : ;;;;;(D);;(D);;[1];[2];;[3];[4];
;;;;;;;;;;;;;;
0;£uków;o o;;19:39;;;;20:47;;;22:11;;;
7,77;Krynka £ukowska;;;19:45;;;;20:53;;;22:17;;;
10,494;Radomyœl Dziewule;o o;;19:48;;;;20:56;;;22:20;;;
13,126;;;;19:51;;;;20:59;;;22:23;;;
17,568;Borki Kosy Kosiorki;o o;;19:55;;;;21:03;;;22:27;;;
20,115;;;;19:58;;;;21:06;;;22:30;;;
23,113;Bia³ki Siedleckie;o o;;20:01;;;;21:09;;;22:33;;;
25,034;Siedlce Wschodnie;;;20:03;;;;21:11;;;22:35;;;
27,754;Siedlce;p; ;20:06;; ;;21:14; ; ;22:38; ; ;
30,585;Siedlce Zach.;o o;19:41; ;;20:37;; ;21:41;21:41; ;22:41;22:41;
;;;19:44;;;20:40;;;21:44;21:44;;22:44;22:44;
35,103;Sabinka Kotuñ;o o;19:47;;;20:43;;;21:47;21:47;;22:48;22:48;
43,02;;;19:52;;;20:48;;;21:52;21:52;;22:54;22:54;
48,279;Koszewnica Sosnowe;o o;19:56;;;20:52;;;21:56;21:56;;22:58;22:58;
51,683;;;19:59;;;20:55;;;21:59;21:59;;23:01;23:01;
56,654;Grodziszcze Maz.;o;20:03;;;20:59;;;22:03;22:03;;23:05;23:05;
61,763;Mrozy;p;20:07;;;21:03;;;22:07;22:07;;23:09;23:09;
;;o;20:08;;;21:04;;;22:08;22:08;;23:10;23:10;
66,664;Ceg³ów Mienia;o o;20:12;;;21:08;;;22:12;22:12;;23:14;23:14;
70,044;;;20:15;;;21:11;;;22:15;22:15;;23:18;23:18;
74,305;Barcz¹ca;o o;20:19;;;21:15;;;22:19;22:19;;23:22;23:22;
77,361;Miñsk Maz. Anielina;;20:22;;;21:18;;;22:22;22:22;;23:25;23:25;
79,853;Miñsk Maz.;p;20:24;; ;21:20; ;;22:24;22:24;;23:28;23:28;
84,648;Wrzosów;o o;20:25;;20:50;21:21;21:57;;22:25;22:25;;23:35;23:29;
;;;20:30;;20:54;21:26;22:02;;22:30;22:30;;23:39;23:33;
87,787;Nowe Dêbe Wielkie Dêbe Wielkie;o o;20:33;;20:57;21:29;22:05;;22:33;22:33;;23:42;23:36;
89,097;;;20:35;;20:59;21:31;22:07;;22:35;22:35;;23:44;23:38;
91,635;Cisie;o o;20:37;;21:02;21:33;22:10;;22:37;22:37;;23:47;23:41;
94,784;Halinów;;20:40;;21:05;21:36;22:13;;22:40;22:40;;23:50;23:44;
98,881;Sulejówek Mi³osna Sulejówek;o o;20:44;;21:09;21:40;22:16;;22:44;22:44;;23:53;23:47;
100,459;;;20:46;;21:11;21:42;22:19;;22:46;22:46;;23:56;23:50;
102,265;W-wa Wola Grzybowska W-wa Weso³a;o o;20:48;;21:14;21:44;22:21;;22:48;22:48;;23:58;23:52;
104,063;;;20:51;;21:16;21:47;22:24;;22:51;22:51;;00:01;23:55;
108,695;Warszawa Rembertów;p;20:55;;21:20;21:51;22:28;;22:55;22:55;;00:05;23:59;
;;o;20:56;;21:21;21:52;22:29;;22:56;22:56;;00:06;00:00;
116,194;Warszawa Wschodnia;p;21:02;;21:28;21:58;22:36;;23:02;23:02;;00:13;00:06;
;;o;21:03;;21:29;21:59;22:37;;23:03;23:17;;00:14;00:07;
117,252;Warszawa Stadion Warszawa Powiœle;o o;21:06;;21:32;22:02;22:39;;23:05;23:19;;00:17;00:10;
118,658;;;21:08;;21:34;22:04;22:42;;23:08;23:22;;00:19;00:12;
120,448;Warszawa Œródmieœcie;o;21:12;;21:38;22:08;22:46;;23:12;23:26;;00:23;00:16;
120,448;Warszawa Centralna;p;< ;;< ;< ;< ;;< ;< ;;< ;< ;
;;o;< ;;< ;< ;< ;;< ;< ;;< ;< ;
121,355;Warszawa Ochota;o p;21:15;;21:41;22:11;22:48;;23:14;23:28;;00:26;00:19;
123,53;Warszawa Zachodnia;;21:18;;21:44;22:14;22:51;;23:17;23:31;;00:29;00:22;
Do stacji : ;;;;;;;;;;;;;;
[1];kursuje w (7) LEGENDA :;;;;;;;;;;;;;
(D) kursuje od poniedzia³ku do pi¹tku oprócz œwi¹t UWAGI :;;;;;;;;;;;;;;
[1]   kursuje oprócz 30.XI, 1-3.XII;;;;;;;;;;;;;;
[2]   kursuje 30.XI-3.XII;;;;;;;;;;;;;;
[3]   kursuje w (5),(7);;;;;;;;;;;;;;
[4]   kursuje w (1)-(4),(6);;;;;;;;;;;;;;
