stacja;latitude;longitude;cnt_arriva;cnt_kd;cnt_km;cnt_kw;cnt_ks;cnt_ic;cnt_pr;cnt_skm_t;cnt_skm_w
Kaczkowo PO;51.743533;16.679299;0;0;0;0;0;0;18;0;0
Kaczorowo;52.730705;20.165427;0;0;8;0;0;0;0;0;0
Kaczory;53.105278;16.8825;6;0;0;0;0;0;6;0;0
Kaczyce k. Cieszyna;49.832069;18.610222;0;0;0;0;6;0;0;0;0
Kalembina;49.869167;21.685833;0;0;0;0;0;0;4;0;0
Kalety;50.565833;18.888611;0;0;0;0;22;0;0;0;0
Kalina PODG;50.730556;18.884444;0;0;0;0;5;0;0;0;0
Kaliska;53.903611;18.216944;0;0;0;0;0;0;17;0;0
Kaliska Kujawskie;52.411667;19.124444;10;0;0;0;0;0;2;0;0
Kalisz;51.742778;18.071667;0;0;0;0;0;9;13;0;0
Kalisz Kaszubski;54.044722;17.785833;0;0;0;0;0;0;5;0;0
Kalisz Pomorski;53.277222;15.881111;0;0;0;0;0;0;10;0;0
Kalisz Szczypiorno;51.726667;18.0275;0;0;0;0;0;0;10;0;0
Kalisz Winiary;51.733333;18.143333;0;0;0;0;0;0;11;0;0
Kaliszki;53.619801;22.000329;0;0;0;0;0;0;4;0;0
Kalwaria Zebrzydowska;49.874167;19.674722;0;0;0;0;0;0;7;0;0
Kamieniec Z¹bkowicki;50.5325;16.876389;0;9;0;0;0;0;23;0;0
Kamienna Karczma;53.876944;18.161944;0;0;0;0;0;0;15;0;0
Kamienna Nowa;53.688861;23.264722;0;0;0;0;0;0;3;0;0
Kamieñ Ma³y;52.6425;14.782778;0;0;0;0;0;0;23;0;0
Kamieñ Pomorski;53.966111;14.773889;0;0;0;0;0;0;4;0;0
Kamieñ £owicki;51.988972;19.752722;0;0;0;0;0;0;6;0;0
Kamieñ Œl¹ski;50.551083;18.123667;0;0;0;0;0;0;12;0;0
Kamieñczyce;50.327633;20.005517;0;0;0;0;0;0;17;0;0
Kamieñsk;51.188417;19.507333;0;0;0;0;0;0;22;0;0
Kamionka Wielka;49.5775;20.786111;0;0;0;0;0;0;13;0;0
Kamionki Jezioro;53.130833;18.782778;4;0;0;0;0;0;6;0;0
Kanie;51.124444;23.105278;0;0;0;0;0;0;26;0;0
Kaniów;49.926667;19.053889;0;0;0;0;12;0;0;0;0
Karcino;54.108889;15.397222;0;0;0;0;0;0;7;0;0
Karlino;54.045833;15.884722;0;0;0;0;0;0;11;0;0
Karnkowo;52.858586;19.250536;2;0;0;0;0;0;0;0;0
Karwica Mazurska;53.6175;21.446389;0;0;0;0;0;0;4;0;0
Karwice;54.345;16.535833;0;0;0;0;0;0;10;0;0
Karzec;51.754722;16.905833;0;0;0;6;0;0;0;0;0
Katowice;50.258292;19.016744;0;0;0;0;122;49;19;0;0
Katowice Brynów;50.245;18.984444;0;0;0;0;92;0;0;0;0
Katowice Ligota;50.226111;18.978056;0;0;0;0;96;0;0;0;0
Katowice Piotrowice;50.213889;18.971111;0;0;0;0;96;0;0;0;0
Katowice Podlesie;50.184167;18.960278;0;0;0;0;71;0;0;0;0
Katowice Szopienice;50.2683;19.0882838;0;0;0;0;83;0;20;0;0
Katowice Zawodzie;50.257222;19.058056;0;0;0;0;83;0;20;0;0
Katowice Za³ê¿e;50.263634;18.990426;0;0;0;0;58;0;0;0;0
Kawcze;54.072222;16.883333;0;0;0;0;0;0;8;0;0
Kawnice;52.249444;18.152778;0;0;0;16;0;0;0;0;0
Ka³y;50.8335505;18.0747623;0;0;0;0;0;0;10;0;0
Ka³êczyn;52.708333;20.746389;0;0;27;0;0;0;0;0;0
Kiekrz;52.475556;16.789722;0;0;0;0;0;0;16;0;0
Kielce;50.874167;20.617778;0;0;0;0;0;15;35;0;0
Kielce Bia³ogon;50.855172;20.574253;0;0;0;0;0;0;22;0;0
Kielce Czarnów;50.888631;20.584578;0;0;0;0;0;0;14;0;0
Kielce Herbskie;50.885764;20.603669;0;0;0;0;0;1;14;0;0
Kielce Piaski;50.889422;20.625158;0;0;0;0;0;2;30;0;0
Kie³pino Kartuskie;54.286944;18.231111;0;0;0;0;0;0;17;0;0
Klecza Dolna;49.878056;19.534444;0;0;0;0;0;0;7;0;0
Klembów;52.395833;21.353056;0;0;63;0;0;0;0;0;0
Klementowice;51.3625;22.lis;0;0;0;0;0;0;16;0;0
Klepacze;53.107519;23.088439;0;0;0;0;0;0;10;0;0
Klepnica;53.716063;15.652413;0;0;0;0;0;0;9;0;0
Kleszczele;52.561389;23.330833;0;0;0;0;0;0;4;0;0
Klewki;53.727778;20.591389;0;0;0;0;0;0;10;0;0
Klimontów;50.525636;20.030317;0;0;0;0;0;0;27;0;0
Kliniska;53.46;14.783333;0;0;0;0;0;0;25;0;0
Kluczbork;50.97127;18.200732;0;0;0;0;0;5;21;0;0
Klêcza Górna;49.865376;19.556987;0;0;0;0;0;0;7;0;0
Knyszyn;53.291489;22.886567;0;0;0;0;0;1;6;0;0
Kobiór;50.065833;18.923333;0;0;0;0;33;0;0;0;0
Kobylany;52.043333;23.577778;0;0;0;0;0;0;13;0;0
Kobylec;52.849167;17.201944;0;0;0;6;0;0;0;0;0
Kobylin;51.72;17.2225;0;0;0;6;0;0;0;0;0
Kobylnica;52.445664;17.079167;0;0;0;6;0;0;14;0;0
Kobylnica S³upska;54.4425;16.987778;0;0;0;0;0;0;7;0;0
Koby³ka;52.335833;21.213611;0;0;69;0;0;0;0;0;0
Kojszówka;49.690278;19.723056;0;0;0;0;0;0;5;0;0
Kokotów;50.026389;20.000833;0;0;0;0;0;0;27;0;0
Kolbiel;52.0643124;21.4815494;0;0;39;0;0;0;0;0;0
Kolbuszowa;50.246389;21.784722;0;0;0;0;0;6;9;0;0
Kolin;53.228889;15.139444;0;0;0;0;0;0;8;0;0
Kolonia;53.566944;21.274167;0;0;0;0;0;0;4;0;0
Kolumna PODS;51.919438;19.145136;0;0;0;0;0;0;33;0;0
Koluszki;51.743889;19.818889;0;0;0;0;0;32;53;0;0
Komorowo ¯u³awski;54.1082379;19.5084786;0;0;0;0;0;0;12;0;0
Komorów Podmurynia;50.349167;21.733167;0;0;0;0;0;0;9;0;0
Komprachcice;50.635833;17.823333;0;0;0;0;0;0;12;0;0
Koniecpol;50.776389;19.699722;0;0;0;0;0;2;12;0;0
Koniecpol Magdasz;50.772778;19.653056;0;0;0;0;0;0;12;0;0
Konin;52.231389;18.251667;0;0;0;12;0;21;7;0;0
Konin Zachód;52.236806;18.222222;0;0;0;16;0;0;0;0;0
Konin ¯agañski;51.546389;15.190833;0;5;0;0;0;0;2;0;0
Konojady;53.349444;19.227222;18;0;0;0;0;0;0;0;0
Konopki;52.995556;20.460556;0;0;15;0;0;0;0;0;0
Konotopie;52.87;19.1025;2;0;0;0;0;0;0;0;0
Kornatowo;53.296667;18.647222;16;0;0;0;0;0;0;0;0
Kornelin;52.1825;20.205556;0;0;26;0;0;0;0;0;0
Korsze;54.170806;21.141944;0;0;0;0;0;4;10;0;0
Korwinów;50.738056;19.176667;0;0;0;0;41;0;0;0;0
Korytów;52.023056;20.495833;0;0;0;0;0;2;0;0;0
Korzenica;50.056111;22.937778;0;0;0;0;0;0;4;0;0
Korzeñsko;51.543611;16.8725;0;0;0;0;0;0;23;0;0
Korzybie;54.295278;16.873889;0;0;0;0;0;0;8;0;0
Kosina;50.083333;22.325;0;0;0;0;0;0;26;0;0
Kosiorki;52.106944;22.335556;0;0;20;0;0;0;0;0;0
Kostom³oty;50.921389;20.616111;0;0;0;0;0;0;30;0;0
Kostrzyn;52.591528;14.647222;0;0;0;0;0;0;36;0;0
Kostrzyn Wlkp.;52.39541;17.22212;0;0;0;17;0;0;0;0;0
Kostów;51.165146;18.147316;0;0;0;0;0;0;8;0;0
Koszalin;54.189722;16.169722;0;0;0;0;0;17;15;0;0
Koszewnica;52.169114;21.986217;0;0;46;0;0;0;0;0;0
Koszêcin;50.6225;18.836944;0;0;0;0;14;0;0;0;0
Kotlin;51.915;17.644722;0;0;0;0;0;0;20;0;0
Kotomierz;53.285556;18.1225;10;0;0;0;0;0;4;0;0
Kotowo;52.227778;16.483056;0;0;0;11;0;0;0;0;0
Kotulin;50.46875;18.436056;0;0;0;0;0;0;12;0;0
Kotuñ;52.176233;22.067156;0;0;50;0;0;0;0;0;0
Kotórz Ma³y;50.729167;18.036111;0;0;0;0;0;0;10;0;0
Kowalewo Pomorskie;53.163056;18.8675;4;0;0;0;0;4;11;0;0
Kowalów;52.397222;14.759444;0;0;0;0;0;0;8;0;0
Kozia Góra;53.853333;20.080278;0;0;0;0;0;0;12;0;0
Koziebrody;52.798333;19.996111;0;0;8;0;0;0;0;0;0
Kozio³ek;52.865833;19.501111;2;0;0;0;0;0;0;0;0
Kozy;49.849167;19.141667;0;0;0;0;8;0;2;0;0
Kozy Zagroda;49.8575;19.163611;0;0;0;0;8;0;2;0;0
Koz³owo;53.309722;20.311944;0;0;0;0;0;0;8;0;0
Koz³ów;50.474739;20.012078;0;0;0;0;0;1;26;0;0
Ko³o;52.211944;18.629722;0;0;0;10;0;14;7;0;0
Ko³obrzeg;54.182222;15.569722;0;0;0;0;0;3;13;0;0
Ko³odziejewo;52.7125;18.034167;0;0;0;0;0;0;16;0;0
Koñczyce;49.850556;18.625417;0;0;0;0;6;0;0;0;0
Koñczyce Radomskie;51.349444;21.043611;0;0;5;0;0;0;2;0;0
Koœcian;52.078889;16.641944;0;0;0;0;0;13;23;0;0
Koœciernica;54.053611;16.010278;0;0;0;0;0;0;13;0;0
Koœcierzyna;54.120556;17.995278;0;0;0;0;0;0;12;0;0
KoŸla Ko¿uchowska;51.870833;15.317222;0;0;0;0;0;0;8;0;0
KoŸmin Wielkopolski;51.833333;17.443333;0;0;0;0;0;0;6;0;0
Kr.Krzemionki;50.03749;19.951208;0;0;0;0;0;0;20;0;0
Kr.Mydl.Wapien.;50.091485;19.843944;0;0;0;0;0;0;45;0;0
Krajenka;53.296922;16.990697;0;0;0;0;0;0;8;0;0
Kraków Balice;50.072222;19.784444;0;0;0;0;0;0;21;0;0
Kraków Batowice;50.107531;19.995503;0;0;0;0;0;0;17;0;0
Kraków Bie¿ Dro¿;50.0646501;19.9449799;0;0;0;0;0;0;30;0;0
Kraków Bie¿anów;50.022222;20.025833;0;0;0;0;0;0;57;0;0
Kraków Bonarka;50.029247;19.945891;0;0;0;0;0;0;17;0;0
Kraków Business Park;50.105833;19.823333;0;0;0;0;0;0;45;0;0
Kraków G³ówny Osobowy;50.06775;19.949111;0;0;0;0;0;53;97;0;0
Kraków Mydlniki;50.083611;19.858889;0;0;0;0;0;0;45;0;0
Kraków Prok. Os.;50.0646501;19.9449799;0;0;0;0;0;0;57;0;0
Kraków P³aszów;50.035;19.974722;0;0;0;0;0;37;82;0;0
Kraków Sidzina;49.985278;19.874444;0;0;0;0;0;0;17;0;0
Kraków Swoszowice;50.000556;19.928889;0;0;0;0;0;0;17;0;0
Kraków Zab³ocie;50.047222;19.958056;0;0;0;0;0;0;79;0;0
Kraków £agiewniki;50.02225;19.933528;0;0;0;0;0;0;20;0;0
Kraków £obzów;50.081971;19.917616;0;0;0;0;0;0;55;0;0
Kramsk;52.245;18.477778;0;0;0;10;0;0;0;0;0
Krasno³¹ka;53.273333;20.233889;0;0;0;0;0;0;8;0;0
Krasnystaw Fabryczny;51.003278;23.187797;0;0;0;0;0;0;10;0;0
Krasnystaw Miasto;50.984775;23.182948;0;0;0;0;0;0;10;0;0
Kraœnik;50.929722;22.283333;0;0;0;0;0;4;13;0;0
Krobia;51.758889;16.971667;0;0;0;6;0;0;0;0;0
Krojanty;53.725556;17.631944;0;0;0;0;0;0;11;0;0
Krosno;49.693889;21.7475;0;0;0;0;0;0;1;0;0
Krosno Miasto;49.683056;21.771944;0;0;0;0;0;0;1;0;0
Krosno Polanka;49.701389;21.7225;0;0;0;0;0;0;1;0;0
Krosno Turaszów.;;;0;0;0;0;0;0;1;0;0
Krosnowa;51.862694;19.923056;0;0;0;0;0;0;23;0;0
Krosnowice K³odzkie;50.392061;16.636692;0;4;0;0;0;0;14;0;0
Krostkowo;53.107778;17.208056;6;0;0;0;0;0;6;0;0
Krotoszyn;51.695556;17.436944;0;0;0;6;0;0;4;0;0
Kroœnice;51.471389;17.372778;0;0;0;0;0;0;3;0;0
Kroœnice Mazowieckie;52.967778;20.490833;0;0;15;0;0;0;0;0;0
Krusze;52.427222;21.357222;0;0;4;0;0;1;0;0;0
Kruszyna;51.5725;21.178611;0;0;34;0;0;0;0;0;0
Krynica;49.41;20.9575;0;0;0;0;0;2;3;0;0
Krynka £ukowska;52.006667;22.375556;0;0;20;0;0;0;0;0;0
Krzciêcice;50.5874;20.13965;0;0;0;0;0;0;21;0;0
Krzemienica;50.081667;22.186111;0;0;0;0;0;0;26;0;0
Krzemionki;49.841111;19.115694;0;0;0;0;8;0;2;0;0
Krzepice;50.969444;18.698056;0;0;0;0;0;0;4;0;0
Krzepów;51.6473706;16.1424337;0;0;0;0;0;0;18;0;0
Krzeszna;54.235833;18.091389;0;0;0;0;0;0;17;0;0
Krzeszowice;50.131111;19.6325;0;0;0;0;0;14;43;0;0
Krzewie;52.235417;19.165611;0;0;0;6;0;0;0;0;0
Krzycko Wielkie;51.909167;16.451944;0;0;0;10;0;0;0;0;0
Krzymosze;52.177892;22.438439;0;0;6;0;0;0;2;0;0
Krzywda;51.795556;22.205278;0;0;0;0;0;0;9;0;0
Krzywin Gryfiñski;53.087222;14.453889;0;0;0;0;0;0;10;0;0
Krzywizna;51.026944;18.201667;0;0;0;0;0;0;8;0;0
Krzy¿;52.878056;16.021944;0;0;0;0;0;21;34;0;0
Krzy¿anowice;49.989444;18.275833;0;0;0;0;8;0;0;0;0
Krzy¿owa;50.799444;16.534444;0;10;0;0;0;0;0;0;0
Królewo Malborskie;54.0375;19.gru;0;0;0;0;0;0;18;0;0
Krêpa Krajeñska;53.228333;16.060278;0;0;0;0;0;0;9;0;0
Krê¿el;51.872222;21.111111;0;0;40;0;0;0;0;0;0
Krê¿nica Jara;51.143889;22.46;0;0;0;0;0;0;13;0;0
Ksi¹¿ki;53.329167;19.066667;4;0;0;0;0;0;6;0;0
Ksiêginice;51.4088392;16.2661904;0;0;0;0;0;0;22;0;0
Kubice;50.4780555;17.4301827;0;0;0;0;0;0;12;0;0
Kudowa Zdrój;50.429847;16.244508;0;4;0;0;0;0;0;0;0
Kuklinów;51.719167;17.318889;0;0;0;6;0;0;0;0;0
Kuleje;50.828333;18.793056;0;0;0;0;0;0;4;0;0
Kulice Tczewskie;53.880556;18.690556;0;0;0;0;0;0;18;0;0
Kulin K³odzki;50.421944;16.336389;0;8;0;0;0;0;0;0;0
Kundzin;53.438806;23.590039;0;0;0;0;0;0;7;0;0
Kunowice;52.341944;14.638056;0;0;0;0;0;0;4;0;0
Kunów;50.968611;21.294722;0;0;0;0;0;0;18;0;0
Kupienino;52.2575;15.615;0;0;0;0;0;0;8;0;0
Kusiêta Nowe;50.777906;19.261803;0;0;0;0;0;0;12;0;0
Kustrien-Kietz;52.5691667;14.6111111;0;0;0;0;0;0;15;0;0
Kutno;52.226879;19.348633;5;0;7;3;0;57;18;0;0
KuŸnia Raciborska;50.201111;18.298611;0;0;0;0;0;0;16;0;0
KuŸnica Bia³ostocka;53.518114;23.64574;0;0;0;0;0;0;8;0;0
KuŸnica Bia³ostocka (GR);53.543827;23.651319;0;0;0;0;0;0;6;0;0
Kwiatki;53.578056;18.421389;6;0;0;0;0;0;0;0;0
Kwidzyn;53.731389;18.933611;0;0;0;0;0;0;9;0;0
Kwieciszowice;50.924947;15.502711;0;10;0;0;0;0;0;0;0
Kórnik;52.283333;17.099444;0;0;0;0;0;0;27;0;0
K¹kolewo;51.857778;16.686111;0;0;0;6;0;0;0;0;0
K¹tnie;52.607426;20.762308;0;0;27;0;0;0;0;0;0
K¹ty Wroc³awskie;51.038289;16.751436;0;10;0;0;0;0;21;0;0
Kêdzierz. K. Port PO;50.350664;18.154292;0;0;0;0;0;0;9;0;0
Kêdzierzyn KoŸle;50.344722;18.205;0;0;0;0;0;19;38;0;0
Kêdzierzyn KoŸle Azoty;50.310833;18.239444;0;0;0;0;0;0;14;0;0
Kêdzierzyn KoŸle Lokomotyw.;50.333694;18.215856;0;0;0;0;0;0;2;0;0
Kêdzierzyn KoŸle Zachodnie;50.3475;18.136389;0;0;0;0;0;0;9;0;0
Kêpa;50.653475;22.032694;0;0;0;0;0;0;10;0;0
Kêpice;54.240278;16.891111;0;0;0;0;0;0;8;0;0
Kêpka;54.215;16.8975;0;0;0;0;0;0;8;0;0
Kêpno;51.291944;18.001389;0;0;0;0;0;0;2;0;0
Kêpno PO;51.2781356;17.9890591;0;0;0;0;0;5;8;0;0
Kêszyce;52.138889;20.148889;0;0;26;0;0;0;0;0;0
Kêtrzyn;54.072444;21.386389;0;0;0;0;0;4;9;0;0
Kêty;49.880556;19.226389;0;0;0;0;8;0;2;0;0
Kêty Podlesie;49.878056;19.196944;0;0;0;0;8;0;2;0;0
K³aj;50.001667;20.301389;0;0;0;0;0;9;29;0;0
K³odawa;52.227222;18.8925;0;0;0;8;0;0;0;0;0
K³odzko G³ówne;50.451233;16.656792;0;17;0;0;0;0;20;0;0
K³odzko Ksi¹¿ek;50.416111;16.640278;0;10;0;0;0;0;0;0;0
K³odzko Miasto;50.4360772;16.6580225;0;18;0;0;0;0;16;0;0
K³odzko Zagórze;50.4134195;16.6343281;0;10;0;0;0;0;0;0;0
K³okowa;49.976894;20.97024;0;0;0;0;0;0;12;0;0
K³okowa MPSS;49.976894;20.97024;0;0;0;0;0;0;1;0;0
K³omnice;50.916389;19.341389;0;0;0;0;0;0;25;0;0
Lachowice;49.723889;19.504444;0;0;0;0;0;0;1;0;0
Lachowice Centrum;49.7125;19.473611;0;0;0;0;0;0;2;0;0
Laliki;49.523056;19.006111;0;0;0;0;23;0;0;0;0
Lasek;49.498889;19.979167;0;0;0;0;0;1;5;0;0
Laski Lubuskie;52.458611;14.713611;0;0;0;0;0;0;8;0;0
Laski Tucholskie;53.665556;18.208056;6;0;0;0;0;0;0;0;0
Laskowice Oleskie;51.0212945;17.3164789;0;0;0;0;0;0;10;0;0
Laskowice Pomorskie;53.491111;18.455833;21;0;0;0;0;20;7;0;0
Laskownica;52.916389;17.252222;0;0;0;6;0;0;0;0;0
Lasów;51.224444;15.034722;0;14;0;0;0;0;0;0;0
Lednogóra;52.490833;17.363333;0;0;0;6;0;0;14;0;0
Legionowo;52.400139;20.9435;0;0;87;0;0;13;1;0;39
Legionowo Piaski;52.413611;20.943889;0;0;4;0;0;0;0;0;27
Legionowo Przystanek;52.41;20.919444;0;0;79;0;0;0;0;0;0
Legnica;51.213889;16.169722;0;34;0;0;0;2;8;0;0
Legnica Piekary;51.208056;16.199167;0;10;0;0;0;0;0;0;0
Leokadia;51.767222;21.632222;0;0;25;0;0;0;0;0;0
Leonów;52.1575;20.165833;0;0;26;0;0;0;0;0;0
Leopoldów;51.668611;22.012778;0;0;0;0;0;0;9;0;0
Leosia;53.486389;18.387222;6;0;0;0;0;0;0;0;0
Lesiów;51.475369;21.194336;0;0;35;0;0;0;0;0;0
Lesiêcin;53.585556;15.57;0;0;0;0;0;0;10;0;0
Leszczydó³;52.646389;21.469444;0;0;18;0;0;0;0;0;0
Leszczyny;50.141111;18.618333;0;0;0;0;21;0;0;0;0
Leszno;51.846944;16.565556;0;0;0;8;0;14;21;0;0
Leszno Grzybowo L;51.8495151;16.6030746;0;0;0;6;0;0;0;0;0
Leszno Górne;51.473611;15.617778;0;7;0;0;0;0;4;0;0
Letnica;51.2070067;16.1553231;0;0;0;0;0;0;8;0;0
Lewickie;53.029833;23.124639;0;0;0;0;0;0;4;0;0
Lewin Brzeski PO;50.74829;17.6188;0;0;0;0;0;0;18;0;0
Lewin K³odzki;50.405556;16.290833;0;8;0;0;0;0;0;0;0
Lewki;52.7285;23.212611;0;0;0;0;0;0;4;0;0
Leñcze;49.891667;19.731667;0;0;0;0;0;1;17;0;0
Leœnice;54.514167;17.669167;0;0;0;0;0;0;0;16;0
Leœniczówka;51.049722;22.356389;0;0;0;0;0;0;13;0;0
Le¿ajsk;50.2625;22.420556;0;0;0;0;0;2;6;0;0
Libi¹¿;50.1125;19.327778;0;0;0;0;0;0;24;0;0
Lichkov;50.0972;16.6586;0;0;0;0;0;0;5;0;0
Ligota Toszecka;50.456667;18.462833;0;0;0;0;0;0;12;0;0
Ligowiec;52.435086;17.036972;0;0;0;6;0;0;14;0;0
Linia 137 PS 52.59 PS;;;0;0;0;0;0;0;3;0;0
Linkowo;54.057222;21.265667;0;0;0;0;0;0;9;0;0
Linowo;53.411111;19.033611;20;0;0;0;0;0;0;0;0
Lipa;50.689167;22.068333;0;0;0;0;0;0;10;0;0
Lipce Reymontow.;52.1880946;20.5245723;0;0;0;0;0;0;23;0;0
Lipie Góry;52.284825;18.751097;0;0;0;0;0;2;0;0;0
Lipienica;53.446667;18.1125;13;0;0;0;0;0;0;0;0
Lipinki;53.46511;19.321089;0;0;0;0;0;0;9;0;0
Lipinki £u¿yckie;51.649167;15.009722;0;0;0;0;0;0;4;0;0
Lipiñskie Ma³e;53.736806;22.397056;0;0;0;0;0;0;6;0;0
Lipka Krajeñska;53.493561;17.252254;0;0;0;0;0;0;8;0;0
Lipki;50.897349;17.374606;0;0;0;0;0;0;17;0;0
Lipno;52.85;19.166667;2;0;0;0;0;0;0;0;0
Lipno Nowe;51.917062;16.570101;0;0;0;0;0;1;21;0;0
Lipowa Tucholska;53.755;18.107778;10;0;0;0;0;0;0;0;0
Lipowa Œl¹ska;50.736048;17.425425;0;0;0;0;0;0;6;0;0
Lipowe Pole;51.155278;20.901111;0;0;18;0;0;0;0;0;0
Lipuska Huta;54.07;17.766944;0;0;0;0;0;0;5;0;0
Lipusz;54.096944;17.78;0;0;0;0;0;0;5;0;0
Lisewo;54.0925;18.826944;0;0;0;0;0;0;20;0;0
Lisie Pole;53.029722;14.443056;0;0;0;0;0;0;10;0;0
Lisowo;53.431389;15.297778;0;0;0;0;0;0;17;0;0
Lizawice;50.973056;17.215;0;0;0;0;0;0;17;0;0
Lniano L i PO;53.526776;18.203561;6;0;0;0;0;0;0;0;0
Loecknitz;53.45;14.216667;0;0;0;0;0;0;8;0;0
Lotyñ;53.599444;16.78;0;0;0;0;0;0;9;0;0
Lubaczów;50.164722;23.126667;0;0;0;0;0;0;4;0;0
Lubajny;53.700278;20.025278;0;0;0;0;0;0;10;0;0
Lubania Lipiny;53.398056;18.112778;13;0;0;0;0;0;0;0;0
Lubanice;51.693333;15.121111;0;0;0;0;0;0;8;0;0
Lubanie;52.744167;18.923889;13;0;0;0;0;0;2;0;0
Lubartów;51.445556;22.608333;0;0;0;0;0;0;10;0;0
Lubartów Lipowa;51.465;22.598889;0;0;0;0;0;0;10;0;0
Lubartów S³owackiego;51.473056;22.605556;0;0;0;0;0;0;8;0;0
Lubaszowa;49.866667;21.033333;0;0;0;0;0;0;12;0;0
Lubañ Œl¹ski;51.111667;15.293611;0;13;0;0;0;0;2;0;0
Lubiana;54.115094;17.869427;0;0;0;0;0;0;5;0;0
Lubicz;53.027778;18.745833;2;0;0;0;0;0;0;0;0
Lubiewo;53.915556;14.415833;0;0;0;0;0;0;12;0;0
Lublin;51.231389;22.568333;0;0;0;0;0;15;39;0;0
Lublin AIRPORT;;;0;0;0;0;0;0;1;0;0
Lublin Ponikwoda;51.266622;22.605753;0;0;0;0;0;0;10;0;0
Lublin Pó³nocny;51.242778;22.600278;0;0;0;0;0;0;38;0;0
Lublin Zadêbie;51.2575;22.61;0;0;0;0;0;0;10;0;0
Lublin Zemborzyce;51.170833;22.5025;0;0;0;0;0;0;13;0;0
Lublinek;51.720833;19.359444;0;0;0;0;0;0;22;0;0
Lubliniec;50.672778;18.691111;0;0;0;0;7;5;5;0;0
Lubnia STH i PO;53.9282165;17.7523172;0;0;0;0;0;0;5;0;0
Lubomino;54.066389;20.2325;0;0;0;0;0;0;4;0;0
Luboñ k. Poznania;52.3461661;16.8773762;0;0;0;11;0;1;21;0;0
Lubzina;50.072222;21.529722;0;0;0;0;0;0;19;0;0
Luci¹¿anka;51.277417;19.647806;0;0;0;0;0;0;22;0;0
Lucynów;52.521111;21.443611;0;0;20;0;0;0;0;0;0
Ludwikowice K³odzkie PO;50.619361;16.482044;0;7;0;0;0;0;0;0;0
Ludynia;50.852222;20.163056;0;0;0;0;0;0;14;0;0
Ludynia Dwór;50.8475;20.117222;0;0;0;0;0;0;14;0;0
Lus³awice;50.760911;19.387258;0;0;0;0;0;0;12;0;0
Lutol Suchy;52.343611;15.754444;0;0;0;0;0;0;8;0;0
Luzino;54.566944;18.103333;0;0;0;0;0;2;0;21;0
Lwówek Œl¹ski;51.109444;15.593333;0;3;0;0;0;0;0;0;0
Lêbork;54.533889;17.750556;0;0;0;0;0;17;0;17;0
Lêgajny;53.820832;20.636189;0;0;0;0;0;0;13;0;0
Machnacz;53.327839;23.3126;0;0;0;0;0;0;7;0;0
Magdalenka;52.082594;20.9218204;0;0;0;0;0;0;7;0;0
Majdan;51.081389;22.361944;0;0;0;0;0;0;13;0;0
Majdan Królewski;50.378056;21.726667;0;0;0;0;0;0;9;0;0
Majewo;53.802306;18.679306;0;0;0;0;0;0;18;0;0
Maksymilianowo;53.2166667;18.0333333;24;0;0;0;0;0;4;0;0
Maków;51.942167;20.046056;0;0;0;0;0;0;23;0;0
Maków Podhal.;49.72953;19.67695;0;0;0;0;0;8;10;0;0
Malbork;54.037778;19.039167;0;0;0;0;0;16;33;0;0
Malbork Kaldowo;54.0457263;18.9861438;0;0;0;0;0;0;20;0;0
Malczyce;51.215997;16.487089;0;26;0;0;0;0;0;0;0
Marcinkowo;53.695556;20.669722;0;0;0;0;0;0;10;0;0
Marcinków;51.093056;20.982778;0;0;0;0;0;0;18;0;0
Marciszów;50.851111;16.008333;0;2;0;0;0;4;17;0;0
Marczów;51.051111;15.666111;0;6;0;0;0;0;0;0;0
Martiany;54.026806;21.516028;0;0;0;0;0;0;9;0;0
Mas³oñskie Natalin;50.650833;19.253333;0;0;0;0;41;0;0;0;0
Matysy;51.94;22.494722;0;0;0;0;0;0;15;0;0
Ma³aszewicze PO;;;0;0;0;0;0;9;14;0;0
Ma³dyty;53.919722;19.745556;0;0;0;0;0;0;12;0;0
Ma³e Gacno;53.608333;18.111389;10;0;0;0;0;0;0;0;0
Ma³kinia;52.694722;22.034722;0;0;16;0;0;17;1;0;0
Ma³ogoszcz;50.850142;20.273225;0;0;0;0;0;0;14;0;0
Ma³omice;51.557222;15.449444;0;7;0;0;0;0;4;0;0
Ma³owice Wo³owskie;51.405278;16.468333;0;0;0;0;0;0;19;0;0
Mañkowice;50.494722;17.478333;0;0;0;0;0;0;12;0;0
Medyka;49.804167;22.931944;0;0;0;0;0;2;0;0;0
Medyka(Gr);52.2296756;21.0122287;0;0;0;0;0;3;0;0;0
Me³no;53.436111;18.949444;20;0;0;0;0;0;0;0;0
Miasteczko Krajeñskie;53.093333;17.013056;6;0;0;0;0;0;6;0;0
Miasteczko Œl¹skie;50.495278;18.wrz;0;0;0;0;22;0;0;0;0
Miastko;53.9975;16.965833;0;0;0;0;0;0;7;0;0
Mia³y;52.809167;16.175556;0;0;0;0;0;0;16;0;0
Michalczew;51.845556;21.120278;0;0;40;0;0;0;0;0;0
Michalin;52.148056;21.224583;0;0;39;0;0;0;0;0;76
Micha³ów Reginów;52.423056;20.964167;0;0;4;0;0;0;0;0;15
Miechów;50.353956;20.0109;0;0;0;0;0;26;19;0;0
Miedwiecko;53.365278;14.925;0;0;0;0;0;0;22;0;0
Mienia;52.149167;21.687778;0;0;48;0;0;0;0;0;0
