R2;;;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2;R2
123,53;Warszawa Zachodnia;;;11:21;;11:55;;12:25;;13:06;13:06;13:21;13:55;14:21
Do stacji : ;;;;;;;;;;Piaseczno;;;;
(D) kursuje od poniedziałku do piątku oprócz świąt Kolorem niebieskim oznaczono poc. spółki Przewozy Regionalne.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
kursuje od 9.X w (D) kursuje do 8.X w (D);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
R2;;;R2;R8;R2;R2;R1;R3;R3;R2;R2;R1;R2;11828
Łuków - Warszawa ważny od 15.IX do 19.X;;;91816/7;12224/5;11858;91872;93310/1;93492/3;93492/3;11860;91874;93312/3;91818/9;(C)
Km Od stacji : ;;;(D);(D);;;(D);(D) [1];(D) [2];;;(D);(C);
;;;;;;;;;;;;;;
0;Łuków;o o;;;12:59;;;;;14:12;;;;15:11
7,77;Krynka Łukowska;;;;13:05;;;;;14:18;;;;15:17
10,494;Radomyśl Dziewule;o o;;;13:08;;;;;14:21;;;;15:20
13,126;;;;;13:11;;;;;14:24;;;;15:23
17,568;Borki Kosy Kosiorki;o o;;;13:15;;;;;14:28;;;;15:27
20,115;;;;;13:18;;;;;14:31;;;;15:30
23,113;Białki Siedleckie;o o;;;13:21;;;;;14:34;;;;15:33
25,034;Siedlce Wschodnie;;;;13:23;;;;;14:36;;;;15:35
27,754;Siedlce;p;;;13:26; ;;;;14:39; ;;;15:38
30,585;Siedlce Zach.;o o;;; ;13:42;;;; ;14:45;;; 
;;;;;;13:45;;;;;14:48;;;
35,103;Sabinka Kotuń;o o;;;;13:48;;;;;14:51;;;
43,02;;;;;;13:53;;;;;14:57;;;
48,279;Koszewnica Sosnowe;o o;;;;13:57;;;;;15:01;;;
51,683;;;;;;14:00;;;;;15:04;;;
56,654;Grodziszcze Maz.;o;;;;14:04;;;;;15:08;;;
61,763;Mrozy;p;;;;14:08;;;;;15:12;;;
;;o;;;;14:09;;;;;15:12;;;
66,664;Cegłów Mienia;o o;;;;14:13;;;;;15:17;;;
70,044;;;;;;14:16;;;;;15:20;;;
74,305;Barcząca;o o;;;;14:20;;;;;15:23;;;
77,361;Mińsk Maz. Anielina;;;;;14:23;;;;;15:26;;;
79,853;Mińsk Maz.;p; ;;;14:25; ;;;;15:28; ; ;
84,648;Wrzosów;o o;13:54;;;14:26;15:00;;;;15:29;16:02;16:02;
;;;13:59;;;14:30;15:06;;;;15:34;16:06;16:06;
87,787;Nowe Dębe Wielkie Dębe Wielkie;o o;14:02;;;14:33;15:09;;;;15:37;16:09;16:09;
89,097;;;14:04;;;14:35;15:11;;;;15:39;16:11;16:11;
91,635;Cisie;o o;14:06;;;14:38;15:14;;;;15:41;16:14;16:14;
94,784;Halinów;;14:10;;;14:41;15:17;;;;15:44;16:17;16:17;
98,881;Sulejówek Miłosna;p;14:13;;;14:44;15:20;;;;15:47;16:20;16:20;
100,459;Sulejówek;o o;14:13;;;14:44;15:21;;;;15:48;16:21;16:21;
;;;14:16;;;14:46;15:23;;;;15:50;16:23;16:23;
102,265;W-wa Wola Grzybowska W-wa Wesoła;o o;14:18;;;14:49;15:26;;;;15:52;16:26;16:26;
104,063;;;14:21;;;14:51;15:28;;;;15:55;16:28;16:28;
108,695;Warszawa Rembertów;p;14:24; ;;14:55;15:32; ; ;;15:58;16:32;16:32;
;;o;14:25;14:29;;14:56;15:33;15:44;15:44;;15:59;16:33;16:33;
116,194;Warszawa Wschodnia;p;14:32;14:35;;15:05;15:39;15:50;15:50;;16:05;16:39;16:39;
;;o;14:33;14:36;;15:06;15:40;15:51;15:51;;16:06;16:40;16:40;
117,252;Warszawa Stadion Warszawa Powiśle;o o;14:35;14:39;;15:09;15:43;15:54;15:54;;16:09;16:43;16:43;
118,658;;;14:38;14:41;;15:11;15:45;15:56;15:56;;16:11;16:45;16:45;
120,448;Warszawa Śródmieście;o;14:42;14:45;;15:15;15:49;16:00;16:00;;16:15;16:49;16:49;
120,448;Warszawa Centralna;p;< ;< ;;< ;< ;< ;< ;;< ;< ;< ;
;;o;< ;< ;;< ;< ;< ;< ;;< ;< ;< ;
121,355;Warszawa Ochota;o p;14:45;14:48;;15:18;15:52;16:03;16:03;;16:18;16:52;16:52;
123,53;Warszawa Zachodnia;;14:48;14:51;;15:21;15:55;16:06;16:06;;16:21;16:55;16:55;
Do stacji : ;;;;Radom;;;GRODZISK MAZ.;Błonie;Błonie;;;GRODZISK MAZ.;;
LEGENDA :;;;;;;;;;;;;;;
(C) kursuje w soboty, niedziele i święta;;;;;;;;;;;;;;
"(D) kursuje od poniedziałku do piątku oprócz świątKolorem niebieskim oznaczono poc. spółki Przewozy Regionalne. kursuje 30.IX-10.X w (D) kursuje do 27.IX w (D); od 11.X w (D)";;;;;;;;;;;;;;
;;;;;;;;;;;;;;
R2;;;11828;R2;R1;R2;R8;R2;R1;R2;R2;RE2;RE2;R8
Łuków - Warszawa ważny od 15.IX do 19.X;;;(D);91876;93314/5;91820 (C);93944/5;91878;93316/7;91822/3;11862;91234;91222 (D);93946/7
Km Od stacji : ;;;;;(D);;(D);;(D);(C);(E);[1];;(D)
;;;Terespol;;;;;;;;;;;
0;Łuków;o o;15:11;;;;;;;;16:48;16:56;;
7,77;Krynka Łukowska;;15:17;;;;;;;;16:54;17:02;;
10,494;Radomyśl Dziewule;o o;15:20;;;;;;;;16:57;17:05;;
13,126;;;15:23;;;;;;;;17:00;17:08;;
17,568;Borki Kosy Kosiorki;o o;15:27;;;;;;;;17:04;17:11;;
20,115;;;15:30;;;;;;;;17:07;17:14;;
23,113;Białki Siedleckie;o o;15:33;;;;;;;;17:10;17:17;;
25,034;Siedlce Wschodnie;;15:35;;;;;;;;17:12;17:20;;
27,754;Siedlce;p;15:38; ;;;; ;;;17:15;17:23; ;
30,585;Siedlce Zach.;o o; ;15:45;;;;16:45;;; ;17:24;17:24;
;;;;15:48;;;;16:48;;;;|;|;
35,103;Sabinka Kotuń;o o;;15:51;;;;16:51;;;;|;|;
43,02;;;;15:57;;;;16:57;;;;|;|;
48,279;Koszewnica Sosnowe;o o;;16:01;;;;17:01;;;;|;|;
51,683;;;;16:04;;;;17:04;;;;|;|;
56,654;Grodziszcze Maz.;o;;16:08;;;;17:08;;;;|;|;
61,763;Mrozy;p;;16:12;;;;17:12;;;;17:39;17:39;
;;o;;16:12;;;;17:12;;;;17:40;17:40;
66,664;Cegłów Mienia;o o;;16:17;;;;17:17;;;;|;|;
70,044;;;;16:20;;;;17:20;;;;|;|;
74,305;Barcząca;o o;;16:23;;;;17:23;;;;|;|;
77,361;Mińsk Maz. Anielina;;;16:26;;;;17:26;;;;|;|;
79,853;Mińsk Maz.;p;;16:28; ; ;;17:28; ; ;;17:50;17:50;
84,648;Wrzosów;o o;;16:29;17:03;17:03;;17:29;17:59;17:59;;17:51;17:51;
;;;;16:34;17:07;17:07;;17:34;18:03;18:03;;|;|;
87,787;Nowe Dębe Wielkie Dębe Wielkie;o o;;16:37;17:10;17:10;;17:37;18:06;18:06;;|;|;
89,097;;;;16:39;17:12;17:12;;17:39;18:08;18:08;;|;|;
91,635;Cisie;o o;;16:41;17:15;17:15;;17:41;18:11;18:11;;|;|;
94,784;Halinów;;;16:44;17:18;17:18;;17:44;18:14;18:14;;|;|;
98,881;Sulejówek Miłosna;p;;16:47;17:21;17:21;;17:47;18:17;18:17;;|;|;
100,459;Sulejówek;o o;;16:48;17:21;17:21;;17:48;18:18;18:18;;|;|;
;;;;16:50;17:24;17:24;;17:50;18:20;18:20;;|;|;
102,265;W-wa Wola Grzybowska W-wa Wesoła;o o;;16:52;17:26;17:26;;17:52;18:23;18:23;;|;|;
104,063;;;;16:55;17:29;17:29;;17:55;18:25;18:25;;|;|;
108,695;Warszawa Rembertów;p;;16:58;17:32;17:32; ;17:58;18:29;18:29;;|;|; 
;;o;;16:59;17:33;17:33;17:43;17:59;18:30;18:30;;|;|;18:43
116,194;Warszawa Wschodnia;p;;17:05;17:39;17:39;17:50;18:05;18:39;18:39;;18:16;18:16;18:50
;;o;;17:06;17:40;17:40;17:51;18:06;18:40;18:40;;18:19;18:19;18:51
117,252;Warszawa Stadion Warszawa Powiśle;o o;;17:09;17:43;17:43;17:54;18:09;18:43;18:43;;< ;< ;18:54
118,658;;;;17:11;17:45;17:45;17:56;18:11;18:45;18:45;;< ;< ;18:56
120,448;Warszawa Śródmieście;o;;17:15;17:49;17:49;18:00;18:15;18:49;18:49;;< ;< ;19:00
120,448;Warszawa Centralna;p;;< ;< ;< ;< ;< ;< ;< ;;18:25;18:25;< 
;;o;;< ;< ;< ;< ;< ;< ;< ;;18:35;18:35;< 
121,355;Warszawa Ochota;o p;;17:18;17:52;17:52;18:03;18:18;18:52;18:52;;< 18:39;< 18:39;19:03
123,53;Warszawa Zachodnia;;;17:21;17:55;17:55;18:06;18:21;18:55;18:55;;;;19:06
Do stacji : ;;;;;GRODZISK MAZ.;;Piaseczno;;GRODZISK MAZ.;;;;;Piaseczno
LEGENDA :;;;;;;;;;;;;;;
(C) kursuje w soboty, niedziele i święta;kursuje w (7);;;;;;;;;;;;;
(D) kursuje od poniedziałku do piątku oprócz świąt;;;;;;;;;;;;;;
(E) kursuje od poniedziałku do soboty oprócz świątKolorem niebieskim oznaczono poc. spółki Przewozy Regionalne.;;;;;;;;;;;;;;
R2;;;R2;R2;R2;R2;R2;RE2;R2;R2;R2;R2;R2;R2
Łuków - Warszawa ważny od 15.IX do 19.X;;;91880;91824/5;91844 (D);11864 (D);91882;91224/5;91842 (D);91884/5;91884;91828/9;91830/1;11866
Km Od stacji : ;;;;(D);;;;(D);;[1];[2];(D);(D);
;;;;;;;;;;;;;;
0;Łuków;o o;;;;18:08;;;;;;;;20:03
7,77;Krynka Łukowska;;;;;18:14;;;;;;;;20:09
10,494;Radomyśl Dziewule;o o;;;;18:17;;;;;;;;20:12
13,126;;;;;;18:20;;;;;;;;20:15
17,568;Borki Kosy Kosiorki;o o;;;;18:24;;;;;;;;20:19
20,115;;;;;;18:27;;;;;;;;20:22
23,113;Białki Siedleckie;o o;;;;18:30;;;;;;;;20:25
25,034;Siedlce Wschodnie;;;;;18:32;;;;;;;;20:27
27,754;Siedlce;p; ;;;18:35; ; ;; ; ;;;20:30
30,585;Siedlce Zach.;o o;17:45;;; ;18:45;19:22;;19:37;19:45;;; 
;;;17:48;;;;18:48;|;;19:40;19:48;;;
35,103;Sabinka Kotuń;o o;17:51;;;;18:51;|;;19:43;19:51;;;
43,02;;;17:57;;;;18:56;|;;19:49;19:57;;;
48,279;Koszewnica Sosnowe;o o;18:01;;;;19:00;|;;19:53;20:01;;;
51,683;;;18:04;;;;19:03;|;;19:56;20:04;;;
56,654;Grodziszcze Maz.;o;18:08;;;;19:07;|;;20:00;20:08;;;
61,763;Mrozy;p;18:12;; ;;19:10;19:39; ;20:04;20:12;;;
;;o;18:12;;18:43;;19:11;19:40;19:44;20:12;20:12;;;
66,664;Cegłów Mienia;o o;18:17;;18:47;;19:15;|;19:48;20:17;20:17;;;
70,044;;;18:20;;18:51;;19:18;|;19:52;20:20;20:20;;;
74,305;Barcząca;o o;18:23;;18:55;;19:21;|;19:56;20:23;20:23;;;
77,361;Mińsk Maz. Anielina;;18:26;;18:58;;19:24;|;19:59;20:26;20:26;;;
79,853;Mińsk Maz.;p;18:28; ;19:01;;19:27;19:49;20:01;20:28;20:28; ; ;
84,648;Wrzosów;o o;18:29;18:43;19:02;;19:28;19:50;20:02;20:29;20:29;20:35;21:02;
;;;18:34;18:48;19:07;;19:32;|;20:07;20:34;20:34;20:39;21:07;
87,787;Nowe Dębe Wielkie Dębe Wielkie;o o;18:37;18:51;19:10;;19:36;|;20:10;20:37;20:37;20:42;21:10;
89,097;;;18:39;18:53;19:12;;19:38;|;20:12;20:39;20:39;20:44;21:12;
91,635;Cisie;o o;18:41;18:56;19:15;;19:41;|;20:15;20:41;20:41;20:47;21:15;
94,784;Halinów;;18:44;18:59;19:18;;19:44;|;20:18;20:44;20:44;20:50;21:18;
98,881;Sulejówek Miłosna;p;18:47;19:02;19:21;;19:47;|;20:21;20:47;20:47;20:53;21:21;
100,459;Sulejówek;o o;18:48;19:02;19:21;;19:48;|;20:21;20:48;20:48;20:54;21:21;
;;;18:50;19:05;19:24;;19:50;|;20:24;20:50;20:50;20:56;21:24;
102,265;W-wa Wola Grzybowska W-wa Wesoła;o o;18:52;19:07;19:26;;19:52;|;20:26;20:52;20:52;20:59;21:26;
104,063;;;18:55;19:10;19:29;;19:55;|;20:29;20:55;20:55;21:01;21:29;
108,695;Warszawa Rembertów;p;18:58;19:13;19:32;;19:58;|;20:32;20:58;20:58;21:05;21:32;
;;o;18:59;19:14;19:33;;19:59;|;20:33;20:59;20:59;21:06;21:33;
116,194;Warszawa Wschodnia;p;19:05;19:20;19:39;;20:05;20:12;20:39;21:05;21:05;21:13;21:39;
;;o;19:06;19:21;19:40;;20:06;20:14;20:40;21:06;21:06;21:14;21:40;
117,252;Warszawa Stadion Warszawa Powiśle;o o;19:09;19:24;19:43;;20:09;< ;20:43;21:09;21:09;21:16;21:43;
118,658;;;19:11;19:26;19:45;;20:11;< ;20:45;21:11;21:11;21:19;21:45;
120,448;Warszawa Śródmieście;o;19:15;19:30;19:49;;20:15;< ;20:49;21:15;21:15;21:23;21:49;
120,448;Warszawa Centralna;p;< ;< ;< ;;< ;20:20;< ;< ;< ;< ;< ;
;;o;< ;< ;< ;;< ;20:23;< ;< ;< ;< ;< ;
121,355;Warszawa Ochota;o p;19:18;19:33;19:52;;20:18;< 20:27;20:52;21:18;21:18;21:26;21:52;
123,53;Warszawa Zachodnia;;19:21;19:36;19:55;;20:21;;20:55;21:21;21:21;21:29;21:55;
Do stacji : ;;;;;;;;;;;;;;
LEGENDA :;;;;;;;;;;;;;;
(D) kursuje od poniedziałku do piątku oprócz świąt;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
kursuje do 18.X w (5),(7) kursuje w (1)-(4),(6);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
R2;;;R2;R2;R2;R2;R2;R2;;;;;;
Łuków - Warszawa ważny od 15.IX do 19.X;;;91886;11868 (D);91888;11870;91848/9;91848/9;;;;;;
Km Od stacji : ;;;;;;;[1];[2];;;;;;
;;;;;;;;;;;;;;
0;Łuków;o o;;21:06;;21:58;;;;;;;;
7,77;Krynka Łukowska;;;21:12;;22:04;;;;;;;;
10,494;Radomyśl Dziewule;o o;;21:15;;22:07;;;;;;;;
13,126;;;;21:18;;22:10;;;;;;;;
17,568;Borki Kosy Kosiorki;o o;;21:22;;22:14;;;;;;;;
20,115;;;;21:25;;22:17;;;;;;;;
23,113;Białki Siedleckie;o o;;21:28;;22:20;;;;;;;;
25,034;Siedlce Wschodnie;;;21:30;;22:22;;;;;;;;
27,754;Siedlce;p; ;21:33; ;22:25; ; ;;;;;;
30,585;Siedlce Zach.;o o;20:44; ;21:52; ;22:37;22:37;;;;;;
;;;20:47;;21:55;;22:40;22:40;;;;;;
35,103;Sabinka Kotuń;o o;20:50;;21:59;;22:44;22:44;;;;;;
43,02;;;20:55;;22:04;;22:50;22:50;;;;;;
48,279;Koszewnica Sosnowe;o o;20:59;;22:08;;22:54;22:54;;;;;;
51,683;;;21:02;;22:11;;22:57;22:57;;;;;;
56,654;Grodziszcze Maz.;o;21:06;;22:15;;23:01;23:01;;;;;;
61,763;Mrozy;p;21:10;;22:19;;23:05;23:05;;;;;;
;;o;21:10;;22:20;;23:06;23:06;;;;;;
66,664;Cegłów Mienia;o o;21:15;;22:24;;23:10;23:10;;;;;;
70,044;;;21:18;;22:27;;23:13;23:13;;;;;;
74,305;Barcząca;o o;21:21;;22:31;;23:17;23:17;;;;;;
77,361;Mińsk Maz. Anielina;;21:24;;22:34;;23:20;23:20;;;;;;
79,853;Mińsk Maz.;p;21:26;;22:36;;23:22;23:22;;;;;;
84,648;Wrzosów;o o;21:27;;22:37;;23:32;23:32;;;;;;
;;;21:32;;22:41;;23:36;23:36;;;;;;
87,787;Nowe Dębe Wielkie Dębe Wielkie;o o;21:35;;22:44;;23:39;23:39;;;;;;
89,097;;;21:37;;22:46;;23:41;23:41;;;;;;
91,635;Cisie;o o;21:39;;22:49;;23:44;23:44;;;;;;
94,784;Halinów;;21:42;;22:52;;23:47;23:47;;;;;;
98,881;Sulejówek Miłosna;p;21:45;;22:55;;23:50;23:50;;;;;;
100,459;Sulejówek;o o;21:46;;22:55;;23:51;23:51;;;;;;
;;;21:48;;22:57;;23:53;23:53;;;;;;
102,265;W-wa Wola Grzybowska W-wa Wesoła;o o;21:50;;23:00;;23:56;23:56;;;;;;
104,063;;;21:53;;23:02;;23:58;23:58;;;;;;
108,695;Warszawa Rembertów;p;21:56;;23:06;;00:02;00:02;;;;;;
;;o;21:58;;23:07;;00:03;00:03;;;;;;
116,194;Warszawa Wschodnia;p;22:08;;23:13;;00:09;00:09;;;;;;
;;o;22:10;;23:14;; ;00:10;;;;;;
117,252;Warszawa Stadion Warszawa Powiśle;o o;22:13;;23:16;;;00:13;;;;;;
118,658;;;22:15;;23:19;;;00:15;;;;;;
120,448;Warszawa Śródmieście;o;22:19;;23:23;;;00:19;;;;;;
120,448;Warszawa Centralna;p;< ;;< ;;;< ;;;;;;
;;o;< ;;< ;;;< ;;;;;;
121,355;Warszawa Ochota;o p;22:22;;23:26;;;00:22;;;;;;
123,53;Warszawa Zachodnia;;22:25;;23:29;;;00:25;;;;;;
Do stacji : ;;;;;;;;;;;;;;
LEGENDA :;;;;;;;;;;;;;;
(D) kursuje od poniedziałku do piątku oprócz świąt UWAGI :;;;;;;;;;;;;;;
[1]   kursuje 19.X;;;;;;;;;;;;;;
[2]   kursuje do 18.X;;;;;;;;;;;;;;
